0.000000 9.719000 0.000000
1.037396 9.719000 10.082451
2.074951 9.719000 20.166448
3.111264 9.719000 30.238375
4.148686 9.719000 40.321079
5.186198 9.719000 50.404658
6.223647 9.719000 60.487624
7.261221 9.719000 70.571806
8.298745 52.069000 102.625072
9.336213 9.719000 134.676607
10.373611 9.719000 144.759079
11.411258 9.719000 154.843971
12.448755 9.719000 164.927402
13.486182 9.719000 175.010157
14.523706 348.519000 360.850416
15.561295 9.719000 546.702290
16.598763 9.719000 556.785444
17.636245 9.719000 566.868731
18.672414 9.719000 576.939256
19.712569 9.719000 587.048524
20.750060 9.719000 597.131898
21.787454 336.969000 776.957931
22.856261 9.719000 962.229234
23.901306 9.719000 972.386025
24.938727 9.719000 982.468720
25.976219 9.719000 992.552105
27.013828 9.719000 1002.636625
28.051258 616.094000 1327.255230
29.088781 621.869000 1969.462793
30.126262 623.794000 2615.638683
31.163808 621.869000 3261.854965
32.201375 589.144000 3890.108611
33.238784 573.744000 4493.303750
34.276220 608.394000 5106.500014
35.315090 614.169000 5741.542085
36.367599 9.719000 6069.865974
37.404974 9.719000 6079.948222
38.443738 9.719000 6090.043969
39.481388 9.719000 6100.128888
40.518769 9.719000 6110.211193
41.556273 9.719000 6120.294697
42.593760 9.719000 6130.378033
43.631396 9.719000 6140.462815
44.668811 9.719000 6150.545452
45.706317 346.594000 6335.383908
46.743799 594.919000 6823.785314
76.675119 209.919000 18868.717158
77.712673 256.119000 19110.486960
78.750224 271.519000 19384.212607
79.788998 234.944000 19647.262909
80.826449 246.494000 19896.997083
81.863904 219.544000 20138.743829
82.901397 227.244000 20370.513538
83.939008 186.819000 20585.331701
84.973904 159.869000 20764.724696
86.011410 194.519000 20948.564552
87.049018 157.944000 21131.423750
88.086444 215.694000 21325.234637
89.123967 246.494000 21564.999985
90.161435 190.669000 21791.771287
91.198880 167.569000 21977.597410
92.236484 233.019000 22185.423237
137.646609 9.719000 27696.804700
138.684108 9.719000 27706.888154
139.721628 9.719000 27716.971811
140.759136 9.719000 27727.055351
141.796605 9.719000 27737.138511
142.834020 9.719000 27747.221148
143.882790 9.719000 27757.414143
144.920389 9.719000 27767.498569
145.957932 9.719000 27777.582450
146.995323 9.719000 27787.664852
148.032911 9.719000 27797.749169
149.070355 9.719000 27807.832088
150.107886 9.719000 27817.915851
151.145343 9.719000 27827.998896
152.182892 9.719000 27838.082834
153.220472 352.369000 28025.930470
154.257842 614.169000 28527.259217
155.295294 9.719000 28850.886138
156.333080 506.369000 29118.680590
157.370420 610.319000 29697.873247
158.407853 616.094000 30334.033850
159.445367 9.719000 30658.678716
160.482965 9.719000 30668.763132
161.520394 9.719000 30678.845903
162.556659 9.719000 30688.917364
163.594128 9.719000 30699.000524
164.631666 9.719000 30709.084356
165.669189 9.719000 30719.168043
166.706645 9.719000 30729.251078
167.744068 9.719000 30739.333791
168.781741 9.719000 30749.418935
169.819183 9.719000 30759.501833
170.856607 9.719000 30769.584558
171.895505 9.719000 30779.681608
172.932898 290.769000 30935.543660
173.970399 9.719000 31091.421974
175.006662 9.719000 31101.493414
176.044139 9.719000 31111.576654
177.081663 9.719000 31121.660349
178.119308 9.719000 31131.745222
179.156666 9.719000 31141.827302
180.194261 9.719000 31151.911689
181.231731 9.719000 31161.994861
182.285472 9.719000 31172.236169
183.323006 9.719000 31182.319962
184.360542 9.719000 31192.403773
185.397986 9.719000 31202.486693
186.435456 9.719000 31212.569862
187.472943 9.719000 31222.653199
188.510552 9.719000 31232.737722
189.547983 371.619000 31430.543653
190.585499 9.719000 31628.365768
191.623081 9.719000 31638.450029
192.660522 9.719000 31648.532919
193.698049 614.169000 31972.183193
194.735492 585.294000 32594.370536
195.772907 9.719000 32903.008250
196.810533 9.719000 32913.092935
