0.000000 324.969000 0.000000
1.037396 324.969000 337.121526
2.074951 322.081000 672.796501
3.111264 327.857000 1009.566118
4.148686 323.525000 1347.445108
5.186198 327.857000 1685.353450
6.223647 324.969000 2023.990252
7.261221 326.413000 2361.918783
8.298745 326.413000 2700.580099
9.336213 323.525000 3037.725024
10.373611 322.081000 3372.600242
11.411258 322.081000 3706.806629
12.448755 322.081000 4040.964637
13.486182 320.637000 4374.351201
14.523706 307.641000 4700.277948
15.561295 322.081000 5026.974206
16.598763 320.637000 5360.373947
17.636245 320.637000 5693.029071
18.672414 322.081000 6026.011245
19.712569 322.081000 6361.025463
20.750060 322.081000 6695.181552
21.787454 326.413000 7031.553459
22.856261 320.637000 7377.339284
23.901306 322.081000 7713.173868
24.938727 320.637000 8046.558439
25.976219 319.193000 8378.467704
27.013828 319.193000 8709.665190
28.051258 342.297000 9052.789991
29.088781 348.073000 9410.927378
30.126262 352.405000 9774.293711
31.163808 337.965000 10132.438999
32.201375 324.969000 10476.358266
33.238784 324.969000 10813.483975
34.276220 335.077000 11155.861719
35.315090 343.741000 11508.463580
36.367599 319.193000 11857.335603
37.404974 319.193000 12188.458433
38.443738 319.193000 12520.024631
39.481388 320.637000 12851.984389
40.518769 319.193000 13183.858110
41.556273 320.637000 13515.771265
42.593760 324.969000 13850.675191
43.631396 324.969000 14187.874660
44.668811 323.525000 14524.253371
45.706317 340.853000 14868.901486
46.743799 326.413000 15215.039725
76.675119 437.601000 26649.013466
77.712673 577.669000 27175.712204
78.750224 577.669000 27775.073210
79.788998 576.225000 28374.390761
80.826449 577.669000 28972.945020
81.863904 577.669000 29572.250659
82.901397 579.113000 30172.327268
83.939008 579.113000 30773.221291
84.973904 583.445000 31374.784543
86.011410 579.113000 31977.865054
87.049018 583.445000 32581.004741
88.086444 580.557000 33184.787707
89.123967 579.113000 33786.379874
90.161435 582.001000 34388.689159
91.198880 584.889000 34993.981296
92.236484 577.669000 35597.118628
137.646609 411.609000 58058.737456
138.684108 324.969000 58440.836995
139.721628 327.857000 58779.496989
140.759136 323.525000 59117.404010
141.796605 324.969000 59453.800192
142.834020 323.525000 59790.178902
143.882790 326.413000 60130.996625
144.920389 323.525000 60468.184162
145.957932 324.969000 60804.604386
146.995323 324.969000 61141.724285
148.032911 327.857000 61480.406458
149.070355 317.749000 61815.296531
150.107886 319.193000 62145.720034
151.145343 319.193000 62476.869042
152.182892 319.193000 62808.047426
153.220472 307.641000 63133.242641
154.257842 346.629000 63472.602665
155.295294 316.305000 63816.483762
156.333080 317.749000 64145.489946
157.370420 343.741000 64488.585019
158.407853 349.517000 64848.189350
159.445367 317.749000 65194.338249
160.482965 323.525000 65527.030602
161.520394 319.193000 65860.417702
162.556659 319.193000 66191.186279
163.594128 317.749000 66521.590040
164.631666 317.749000 66851.266718
165.669189 320.637000 67182.436807
166.706645 324.969000 67517.330728
167.744068 324.969000 67854.461009
168.781741 316.305000 68187.177365
169.819183 320.637000 68517.572547
170.856607 320.637000 68850.209094
171.895505 324.969000 69185.568482
172.932898 309.085000 69514.450027
173.970399 324.969000 69843.365887
175.006662 324.969000 70180.119234
176.044139 324.969000 70517.267103
